count,mean,p50,p99,ready_replicas,requested_replicas,slo_rate,slo_violations,timestamp,experiment
5600,0.19712016181678255,0.12549423800010118,0.9138242932591951,10,10,0.06875,385,1781081891.659611,custom_autoscaler
5665,0.19602612811579617,0.12481484099953377,0.9077345767998819,10,10,0.06796116504854369,385,1781081896.659691,custom_autoscaler
5737,0.19470452837894067,0.12397314899953926,0.9039986408003463,10,10,0.06710824472720935,385,1781081901.6597812,custom_autoscaler
1698,0.2001054054092897,0.12532295749952027,0.9487947171797437,10,10,0.07538280329799764,128,1781081906.6598625,custom_autoscaler
5846,0.19253339770424024,0.12278342549961963,0.9034003065004071,10,10,0.06585699623674307,385,1781081911.6599388,custom_autoscaler
5917,0.191268398213282,0.12225382599990553,0.902803456400216,10,10,0.06506675680243366,385,1781081916.660015,custom_autoscaler
5958,0.1906110357938892,0.12195718599969041,0.9013621280499148,10,10,0.06461899966431689,385,1781081924.1006727,custom_autoscaler
6006,0.1897020931275374,0.12161668800035841,0.8997847684496262,10,10,0.0641025641025641,385,1781081929.1010602,custom_autoscaler
6047,0.18891632141458464,0.12136004700005287,0.8992458435398657,10,10,0.06366793451298164,385,1781081934.1011422,custom_autoscaler
6082,0.18825722179825607,0.12079117650000626,0.8987857856900695,10,10,0.06330154554422887,385,1781081939.1012034,custom_autoscaler
663,0.20913540968324912,0.12677381399953447,0.881405057679749,10,10,0.08446455505279035,56,1781081944.101293,custom_autoscaler
6131,0.1873039642448205,0.1203146600000764,0.8985136087001592,10,10,0.06279562877181537,385,1781081949.1014047,custom_autoscaler
6157,0.1867980258817599,0.12005234800017206,0.8984941682401404,10,10,0.06253045314276433,385,1781081954.1014633,custom_autoscaler
6183,0.18627619167362083,0.11971861300025921,0.8984747277801216,10,10,0.062267507682354846,385,1781081961.3046641,custom_autoscaler
6211,0.18572949274722253,0.11930190500061144,0.8984245088001442,10,10,0.0619867976171309,385,1781081966.3047624,custom_autoscaler
6239,0.1851448478103858,0.11896017999970354,0.8983215802402447,10,10,0.06170860714858151,385,1781081971.3048444,custom_autoscaler
6267,0.18463510780564849,0.11865766800019628,0.898218651680345,10,10,0.0614329025051859,385,1781081976.3049002,custom_autoscaler
1861,0.189089875356249,0.11860488100046496,0.9237852053998725,10,10,0.06878022568511553,128,1781081981.30498,custom_autoscaler
6325,0.1834272569514629,0.11801476199980243,0.8976859300403525,10,10,0.06086956521739131,385,1781081986.30511,custom_autoscaler
6354,0.18286769355571308,0.11786906299994371,0.8971932478802142,10,10,0.06059175322631413,385,1781081993.724876,custom_autoscaler
1873,0.18834975665401957,0.11786032600048202,0.9234469084799638,10,10,0.06833956219967965,128,1781081998.7249455,custom_autoscaler
6412,0.18180417385636355,0.11721925299980285,0.8963122021699658,10,10,0.060043668122270744,385,1781082003.725067,custom_autoscaler
6436,0.18137392392914897,0.11693555799956812,0.8961320694499133,10,10,0.059819763828464885,385,1781082008.7251418,custom_autoscaler
691,0.20346953625469338,0.12371256400001585,0.8812669515998096,10,10,0.08104196816208394,56,1781082013.7252297,custom_autoscaler
6453,0.1801206800937555,0.11638442200001009,0.8887856011601603,10,10,0.058422439175577254,377,1781082018.7253165,custom_autoscaler
688,0.2043198705988278,0.12382293149994439,0.881281748679803,10,10,0.08139534883720931,56,1781082023.7254405,custom_autoscaler
6445,0.17994939190675052,0.11629912999978842,0.8890358445201475,10,10,0.05818463925523662,375,1781082031.1398752,custom_autoscaler
6450,0.1799074906600011,0.1162839359994905,0.8888794424201576,10,10,0.05813953488372093,375,1781082036.1399596,custom_autoscaler
1906,0.18370567542863522,0.11614905050009838,0.902140027000587,10,10,0.06453305351521511,123,1781082041.140011,custom_autoscaler
6466,0.17825844107903013,0.1160267904997454,0.871927830349888,10,10,0.05691308382307454,368,1781082046.1400788,custom_autoscaler
